acceptedname	phylum	occurences	sti	sd	speciesname	taxonrank	infraspecificepithet	taxon_uri
Dactylorhiza incarnata subsp. coccinea	Tracheophyta	446	8.067190154	0.774822818	Dactylorhiza incarnata	SUBSPECIES	coccinea	http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizaincarnatacoccinea
Taphrina alni	Ascomycota	447	7.435814254	2.007167366	Taphrina alni	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taphrinaalni
Lathyrus sativus	Tracheophyta	447	12.93874318	3.384776677	Lathyrus sativus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lathyrussativus
Micarea doliiformis	Ascomycota	447	9.061044504	0.886189814	Micarea doliiformis	SPECIES		
Nitella translucens	Charophyta	447	8.388382831	1.388805942	Nitella translucens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/nitellatranslucens
Viola pumila	Tracheophyta	448	8.260275202	0.8950263	Viola pumila	SPECIES		
Rhus coriaria	Tracheophyta	448	13.83485257	3.260090199	Rhus coriaria	SPECIES		
Stereocaulon glareosum	Ascomycota	448	-0.295162166	4.829956959	Stereocaulon glareosum	SPECIES		
Carlina racemosa	Tracheophyta	449	15.75196789	1.243272069	Carlina racemosa	SPECIES		
Lycium intricatum	Tracheophyta	449	16.70430368	1.361578644	Lycium intricatum	SPECIES		
Riccia beyrichiana	Marchantiophyta	449	7.587756078	3.051502063	Riccia beyrichiana	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ricciabeyrichiana
Cerasus avium var. juliana	Tracheophyta	449	8.881051065	1.076578801	Cerasus avium var. juliana	VARIETY		
Jacobaea alpina	Tracheophyta	450	4.729268651	3.608217217	Jacobaea alpina	SPECIES		
Lecanora aitema	Ascomycota	450	7.63938022	1.905255779	Lecanora aitema	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecanoraaitema
Rubus lidforssii	Tracheophyta	450	7.691949947	0.414651495	Rubus lidforssii	SPECIES		
Euphorbia sulcata	Tracheophyta	450	14.26596474	2.072018125	Euphorbia sulcata	SPECIES		
Racodium rupestre	Ascomycota	450	7.182174042	1.680096766	Racodium rupestre	SPECIES		
Senecio nemorensis	Tracheophyta	450	5.483167339	3.839312659	Senecio nemorensis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/senecionemorensis
Erysiphe artemisiae	Ascomycota	450	7.797743235	1.763873784	Erysiphe artemisiae	SPECIES		
Lecidea plana	Ascomycota	451	5.589204108	3.201421798	Lecidea plana	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecideaplana
Lantana camara	Tracheophyta	451	15.66962826	2.575567564	Lantana camara	SPECIES		
Rinodina atrocinerea	Ascomycota	451	8.170367816	1.230638722	Rinodina atrocinerea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rinodinaatrocinerea
Grimmia lisae	Bryophyta	452	10.81336837	3.279964599	Grimmia lisae	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/grimmialisae
Lupinus luteus	Tracheophyta	452	11.4142251	4.255553756	Lupinus luteus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lupinusluteus
Nectria lugdunensis	Ascomycota	452	8.749197459	0.86677785	Nectria lugdunensis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/nectrialugdunensis
Targionia hypophylla	Marchantiophyta	452	13.68136555	3.517070262	Targionia hypophylla	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/targioniahypophylla
Porphyropsis coccinea	Rhodophyta	452	7.26005551	1.712820568	Porphyropsis coccinea	SPECIES		
Spongomorpha aeruginosa	Chlorophyta	452	5.857963084	2.79727222	Spongomorpha aeruginosa	SPECIES		
Gentianella campestris subsp. baltica	Tracheophyta	452	7.598388068	0.50340813	Gentianella campestris	SUBSPECIES	baltica	
Bryonia syriaca	Tracheophyta	453	19.56331787	2.2815606	Bryonia syriaca	SPECIES		
Clematis alpina	Tracheophyta	453	5.731980371	2.667817194	Clematis alpina	SPECIES		
Elymus macrourus	Tracheophyta	453	0.26501934	2.052310251	Elymus macrourus	SPECIES		
Convolvulus siculus	Tracheophyta	453	16.7212846	1.95403358	Convolvulus siculus	SPECIES		
Chaenorhinum villosum	Tracheophyta	453	15.20393732	1.575741848	Chaenorhinum villosum	SPECIES		
Hordeum murinum subsp. glaucum	Tracheophyta	453	17.73953265	3.462074989	Hordeum murinum	SUBSPECIES	glaucum	
Brianaria bauschiana	Ascomycota	454	8.379753255	1.745880334	Brianaria bauschiana	SPECIES		
Saelania glaucescens	Bryophyta	454	0.402635336	4.4864912	Saelania glaucescens	SPECIES		
Fellhaneropsis vezdae	Ascomycota	454	8.39483076	1.215905554	Fellhaneropsis vezdae	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/fellhaneropsisvezdae
Taraxacum croceiflorum	Tracheophyta	454	6.996559676	1.499382047	Taraxacum croceiflorum	SPECIES		
Quadricoccus ellipticus	Chlorophyta	454	9.18191907	0.363125421	Quadricoccus ellipticus	SPECIES		
Ginkgo biloba	Tracheophyta	455	9.270201779	1.925579983	Ginkgo biloba	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ginkgobiloba
Agrostis delicatula	Tracheophyta	455	12.05009938	2.235612212	Agrostis delicatula	SPECIES		
Thesium divaricatum	Tracheophyta	455	12.44565425	2.336128373	Thesium divaricatum	SPECIES		
Dasysiphonia japonica	Rhodophyta	455	7.331310792	1.093571239	Dasysiphonia japonica	SPECIES		
Taraxacum baeckiiforme	Tracheophyta	455	7.000005413	1.542425562	Taraxacum baeckiiforme	SPECIES		
Chlorociboria aeruginosa	Ascomycota	455	5.721653958	2.118860887	Chlorociboria aeruginosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/chlorociboriaaeruginosa
Aira cupaniana	Tracheophyta	456	14.58692392	2.229871567	Aira cupaniana	SPECIES		
Hieracium canipes	Tracheophyta	456	5.574846752	1.242977523	Hieracium canipes	SPECIES		
Gentianella anglica	Tracheophyta	456	9.643664495	0.218292018	Gentianella anglica	SPECIES		
Saxifraga corsica subsp. cossoniana	Tracheophyta	456	15.50522341	1.662886723	Saxifraga corsica	SUBSPECIES	cossoniana	
Lotus alpinus	Tracheophyta	457	7.097543912	3.477229471	Lotus alpinus	SPECIES		
Amblyodon dealbatus	Bryophyta	457	4.845903713	4.225738949	Amblyodon dealbatus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/amblyodondealbatus
Vibrissea truncorum	Ascomycota	457	4.574487137	2.957945731	Vibrissea truncorum	SPECIES		
Withania frutescens	Tracheophyta	457	16.79822434	1.057267884	Withania frutescens	SPECIES		
Narduroides salzmannii	Tracheophyta	457	14.07068074	2.244057063	Narduroides salzmannii	SPECIES		
Erigeron humilis	Tracheophyta	458	-5.367100844	5.259892385	Erigeron humilis	SPECIES		
Leiorreuma lyellii	Ascomycota	458	9.760875506	0.460480173	Leiorreuma lyellii	SPECIES		
Pinus cembra	Tracheophyta	459	4.379992086	2.521674433	Pinus cembra	SPECIES		
Fumana arabica	Tracheophyta	459	17.35609365	2.465874877	Fumana arabica	SPECIES		
Rubus hartmanii	Tracheophyta	459	7.025401424	0.426287346	Rubus hartmanii	SPECIES		
Agonimia allobata	Ascomycota	459	7.097088192	2.316379471	Agonimia allobata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/agonimiaallobata
Festuca indigesta	Tracheophyta	459	11.51439786	2.018516029	Festuca indigesta	SPECIES		
Matthiola sinuata	Tracheophyta	459	14.32612857	2.29210571	Matthiola sinuata	SPECIES		
Weissia perssonii	Bryophyta	459	8.401930814	1.377273011	Weissia perssonii	SPECIES		
Lophozia silvicola	Marchantiophyta	459	0.979809996	3.417286574	Lophozia silvicola	SPECIES		
Gentiana boryi	Tracheophyta	460	12.464226	1.554184568	Gentiana boryi	SPECIES		
Cladonia stricta	Ascomycota	460	-0.45875746	4.270401615	Cladonia stricta	SPECIES		
Lactuca tatarica	Tracheophyta	460	6.99355586	1.409123998	Lactuca tatarica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lactucatatarica
Hieracium villosum	Tracheophyta	460	5.694859543	2.770421219	Hieracium villosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hieraciumvillosum
Mercurialis huetii	Tracheophyta	460	13.38503125	2.197727883	Mercurialis huetii	SPECIES		
Alchemilla propinqua	Tracheophyta	460	3.798010311	2.355400614	Alchemilla propinqua	SPECIES		
Crucianella latifolia	Tracheophyta	460	15.91424799	1.805344393	Crucianella latifolia	SPECIES		
Klasea nudicaulis	Tracheophyta	461	11.95522299	1.962333109	Klasea nudicaulis	SPECIES		
Spiraea x rosalba	Tracheophyta	461	4.124530746	1.777052386	Spiraea x rosalba	SPECIES		
Melanelixia glabra	Ascomycota	461	9.763589019	4.23439642	Melanelixia glabra	SPECIES		
Carex distachya	Tracheophyta	462	14.69946619	2.270893765	Carex distachya	SPECIES		
Cerastium arcticum	Tracheophyta	462	-4.578267019	4.534046718	Cerastium arcticum	SPECIES		
Doronicum plantagineum	Tracheophyta	462	11.53183754	2.990575481	Doronicum plantagineum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/doronicumplantagineum
Caloplaca chrysophthalma	Ascomycota	462	6.914103605	0.988731284	Caloplaca chrysophthalma	SPECIES		
Iberis carnosa	Tracheophyta	463	12.40490008	2.486975598	Iberis carnosa	SPECIES		
Genista florida	Tracheophyta	463	11.74229067	1.895296119	Genista florida	SPECIES		
Collema polycarpon	Ascomycota	463	5.764680679	4.878359295	Collema polycarpon	SPECIES		
Olla millepunctata	Ascomycota	463	8.535761661	1.414978342	Olla millepunctata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ollamillepunctata
Thelotrema suecicum	Ascomycota	463	5.349327895	1.531489017	Thelotrema suecicum	SPECIES		
Octodiceras fontanum	Bryophyta	463	9.329345884	0.813896052	Octodiceras fontanum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/octodicerasfontanum
Dicranum fragilifolium	Bryophyta	463	0.724531831	1.941698475	Dicranum fragilifolium	SPECIES		
Lachnellula subtilissima	Ascomycota	463	6.92625052	2.549638779	Lachnellula subtilissima	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lachnellulasubtilissima
Carex buekii	Tracheophyta	464	8.047024935	1.067376538	Carex buekii	SPECIES		
Rinodina efflorescens	Ascomycota	464	5.371162534	3.004524157	Rinodina efflorescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rinodinaefflorescens
Silene uniflora subsp. petraea	Tracheophyta	464	7.415394883	0.241520237	Silene uniflora	SUBSPECIES	petraea	
Bryoria tenuis	Ascomycota	465	3.503036037	3.795455616	Bryoria tenuis	SPECIES		
Sedum mucizonia	Tracheophyta	465	15.42714552	1.415574488	Sedum mucizonia	SPECIES		
Berberis darwinii	Tracheophyta	465	8.399887967	1.173970768	Berberis darwinii	SPECIES		
Plantago tenuiflora	Tracheophyta	465	7.689291123	1.206685785	Plantago tenuiflora	SPECIES		
Eutypella quaternata	Ascomycota	465	8.4026606	0.997895002	Eutypella quaternata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/eutypellaquaternata
Discocistella grevillei	Ascomycota	465	8.679662064	1.093067525	Discocistella grevillei	SPECIES		
Filago congesta	Tracheophyta	466	15.3374667	1.687885559	Filago congesta	SPECIES		
Timmia norvegica	Bryophyta	466	-0.881997623	4.760731211	Timmia norvegica	SPECIES		
Trifolium ornithopodioides	Tracheophyta	466	10.6987766	2.189504231	Trifolium ornithopodioides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/trifoliumornithopodioides
Juncus alpinoarticulatus subsp. alpestris	Tracheophyta	466	0.881068587	2.232598692	Juncus alpinoarticulatus	SUBSPECIES	alpestris	
Anemone alpina	Tracheophyta	467	6.785803148	3.21551112	Anemone alpina	SPECIES		
Mimulus moschatus	Tracheophyta	467	8.061545733	1.150258295	Mimulus moschatus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/mimulusmoschatus
Taraxacum haematicum	Tracheophyta	467	7.590119578	0.732339661	Taraxacum haematicum	SPECIES		
Taraxacum semiglobosum	Tracheophyta	467	6.858759182	1.453295348	Taraxacum semiglobosum	SPECIES		
Stenogramma interruptum	Rhodophyta	467	10.02167964	1.311810002	Stenogramma interruptum	SPECIES		
Morus alba	Tracheophyta	468	11.96601124	3.452272846	Morus alba	SPECIES		
Silene viscosa	Tracheophyta	468	6.984999636	1.517388351	Silene viscosa	SPECIES		
Medicago arborea	Tracheophyta	468	15.67889285	1.888554502	Medicago arborea	SPECIES		
Hypnum pallescens	Bryophyta	468	4.665869396	1.604572433	Hypnum pallescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hypnumpallescens
Riccia subbifurca	Marchantiophyta	468	8.921262442	1.015264636	Riccia subbifurca	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ricciasubbifurca
Prunus persica	Tracheophyta	469	9.196256824	2.519765389	Prunus persica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/prunuspersica
Taphrina pruni	Ascomycota	469	7.421759082	2.107888736	Taphrina pruni	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/taphrinapruni
Schismus barbatus	Tracheophyta	469	16.48519087	2.857736332	Schismus barbatus	SPECIES		
Dicranum elongatum	Bryophyta	469	-0.261052696	3.189744753	Dicranum elongatum	SPECIES		
Sciuro-hypnum starkii	Bryophyta	469	3.118696726	2.855119886	Sciuro-hypnum starkii	SPECIES		
Otidea leporina	Ascomycota	470	4.947325195	2.732305981	Otidea leporina	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/otidealeporina
Physcia clementei	Ascomycota	470	10.87658949	2.77427649	Physcia clementei	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/physciaclementei
Jungermannia paroica	Marchantiophyta	470	7.702237396	0.907167662	Jungermannia paroica	SPECIES		
Oenothera fallax	Tracheophyta	471	8.437922527	1.088794626	Oenothera fallax	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/oenotheraxfallax
Pulmonaria mollis	Tracheophyta	471	6.417590077	3.039313786	Pulmonaria mollis	SPECIES		
Griffithsia corallinoides	Rhodophyta	471	8.704413201	1.255815267	Griffithsia corallinoides	SPECIES		
Schismatomma graphidioides	Ascomycota	471	7.808167175	1.211431617	Schismatomma graphidioides	SPECIES		
Fulgensia fulgida	Ascomycota	472	15.23461687	2.380137396	Fulgensia fulgida	SPECIES		
Pimpinella cretica	Tracheophyta	472	18.30055498	1.633202829	Pimpinella cretica	SPECIES		
Boeremia hedericola	Ascomycota	472	8.894133981	0.97356533	Boeremia hedericola	SPECIES		
Lecanora populicola	Ascomycota	472	5.596851799	1.436553169	Lecanora populicola	SPECIES		
Pertusaria coronata	Ascomycota	472	5.569530412	3.080367418	Pertusaria coronata	SPECIES		
Eurhynchium schleicheri	Bryophyta	472	8.877973503	2.008652418	Eurhynchium schleicheri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/oxyrrhynchiumschleicheri
x Festulolium loliaceum	Tracheophyta	472	9.480411679	1.025143566	x Festulolium loliaceum	SPECIES		
Cota austriaca	Tracheophyta	473	9.259057229	2.52535645	Cota austriaca	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/anthemisaustriaca
Elymus hispidus	Tracheophyta	473	11.23905955	2.89446168	Elymus hispidus	SPECIES		
Scinaia furcellata	Rhodophyta	473	10.59734161	3.262507522	Scinaia furcellata	SPECIES		
Arabidopsis halleri	Tracheophyta	473	6.883008995	1.818913088	Arabidopsis halleri	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/arabidopsishalleri
Anthemis pseudocotula	Tracheophyta	473	19.71483415	1.207956588	Anthemis pseudocotula	SPECIES		
Calypogeia azurea	Marchantiophyta	474	6.335984316	2.460868751	Calypogeia azurea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/calypogeiaazurea
Serapias vomeracea	Tracheophyta	474	14.37590012	2.591363549	Serapias vomeracea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/serapiasvomeracea
Elaeagnus commutata	Tracheophyta	474	6.230311242	1.770198706	Elaeagnus commutata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/elaeagnuscommutata
Cylindropuntia rosea	Tracheophyta	474	14.780421	2.009504293	Cylindropuntia rosea	SPECIES		
Rhynchostegium alopecuroides	Bryophyta	474	9.310922402	1.87735223	Rhynchostegium alopecuroides	SPECIES		
Fumaria officinalis subsp. wirtgenii	Tracheophyta	474	10.05932495	2.351376119	Fumaria officinalis	SUBSPECIES	wirtgenii	http://ndff-ecogrid.nl/taxonomy/taxa/fumariaofficinalissubspwirtgenii
Cladonia cariosa	Ascomycota	475	4.406092547	4.396844072	Cladonia cariosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cladoniacariosa
Mirabilis jalapa	Tracheophyta	475	12.29697624	3.342881299	Mirabilis jalapa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/mirabilisjalapa
Trifolium badium	Tracheophyta	475	4.977460146	2.235307297	Trifolium badium	SPECIES		
Plantago subulata	Tracheophyta	475	11.65074704	2.071606411	Plantago subulata	SPECIES		
Diphasiastrum zeilleri	Tracheophyta	475	6.179882392	0.72861428	Diphasiastrum zeilleri	SPECIES		
Lotus ornithopodioides	Tracheophyta	475	16.35690094	1.636967526	Lotus ornithopodioides	SPECIES		
Plantago cretica	Tracheophyta	476	18.22624997	1.602543761	Plantago cretica	SPECIES		
Arabidopsis arenosa subsp. borbasii	Tracheophyta	476	8.781839027	1.251702628	Arabidopsis arenosa	SUBSPECIES	borbasii	
Usnea lapponica	Ascomycota	477	3.554604601	3.401316953	Usnea lapponica	SPECIES		
Hypogymnia hultenii	Ascomycota	477	2.876543983	1.555948899	Hypogymnia hultenii	SPECIES		
Hieracium basifolium	Tracheophyta	477	5.932943648	1.229023734	Hieracium basifolium	SPECIES		
Ellisolandia elongata	Rhodophyta	477	13.56534121	2.807170042	Ellisolandia elongata	SPECIES		
Polyneura bonnemaisonii	Rhodophyta	477	9.799638552	0.756481569	Polyneura bonnemaisonii	SPECIES		
Compsothamnion thuyoides	Rhodophyta	477	9.409902903	2.462358042	Compsothamnion thuyoides	SPECIES		
Lamprothamnium papulosum	Charophyta	477	11.20583326	4.312508767	Lamprothamnium papulosum	SPECIES		
Tradescantia fluminensis	Tracheophyta	477	13.46480719	2.588980656	Tradescantia fluminensis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/tradescantiafluminensis
Moricandia moricandioides	Tracheophyta	477	14.4732133	2.349165824	Moricandia moricandioides	SPECIES		
Phlomis viscosa	Tracheophyta	478	19.67126111	3.37504857	Phlomis viscosa	SPECIES		
Rubus divaricatus	Tracheophyta	478	8.969435133	1.112509225	Rubus divaricatus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rubusdivaricatus
Diplotaxis viminea	Tracheophyta	478	14.80038692	3.114045363	Diplotaxis viminea	SPECIES		
Eopyrenula grandicula	Ascomycota	478	8.508260864	1.291998898	Eopyrenula grandicula	SPECIES		
Seligeria pusilla	Bryophyta	479	7.15687392	1.867913152	Seligeria pusilla	SPECIES		
Phlomis herba-venti	Tracheophyta	480	13.22738642	2.298045576	Phlomis herba-venti	SPECIES		
Narcissus cyclazetta	Tracheophyta	480	6.838391528	0.833264484	Narcissus cyclazetta	SPECIES		
Trifolium suffocatum	Tracheophyta	480	14.16542679	2.864615533	Trifolium suffocatum	SPECIES		
Brachythecium populeum	Bryophyta	480	6.40370442	2.851556411	Brachythecium populeum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/brachytheciumpopuleum
Phymatolithon purpureum	Rhodophyta	480	7.995987045	2.016975192	Phymatolithon purpureum	SPECIES		
Heliotropium rotundifolium	Tracheophyta	480	19.5372607	1.695822971	Heliotropium rotundifolium	SPECIES		
Jurinea humilis	Tracheophyta	481	12.27510519	1.728174314	Jurinea humilis	SPECIES		
Encalypta alpina	Bryophyta	481	-1.013663906	5.721796484	Encalypta alpina	SPECIES		
Brassica tournefortii	Tracheophyta	481	16.90221016	3.032022361	Brassica tournefortii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/brassicatournefortii
Gymnostomum calcareum	Bryophyta	481	10.14238508	3.960797987	Gymnostomum calcareum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/gymnostomumcalcareum
Orthothecium chryseum	Bryophyta	481	-2.465919497	4.12355887	Orthothecium chryseum	SPECIES		
Lotus cytisoides	Tracheophyta	482	16.32376823	1.808262094	Lotus cytisoides	SPECIES		
Arthonia arthonioides	Ascomycota	482	6.930293183	1.962794446	Arthonia arthonioides	SPECIES		
Cardamine heptaphylla	Tracheophyta	482	9.685681797	1.815059188	Cardamine heptaphylla	SPECIES		
Mnium spinosum	Bryophyta	483	1.633278268	3.911952478	Mnium spinosum	SPECIES		
Euthora cristata	Rhodophyta	483	5.015010366	3.851571179	Euthora cristata	SPECIES		
Scabiosa saxatilis	Tracheophyta	483	16.25873204	1.809792507	Scabiosa saxatilis	SPECIES		
Bidens subalternans	Tracheophyta	483	13.66706986	2.227827059	Bidens subalternans	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bidenssubalternans
Thelidium incavatum	Ascomycota	483	8.776657573	1.615330847	Thelidium incavatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/polyblastiadermatodes
Verrucaria glaucina	Ascomycota	483	8.163290618	2.728890544	Verrucaria glaucina	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/verrucariapolysticta
Stereocaulon nanodes	Ascomycota	483	5.338688934	3.954899621	Stereocaulon nanodes	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/stereocaulonnanodes
Bacidia absistens	Ascomycota	484	6.671130531	2.449835279	Bacidia absistens	SPECIES		
Paronychia kapela	Tracheophyta	484	11.43956247	1.856134305	Paronychia kapela	SPECIES		
Halimium ocymoides	Tracheophyta	484	14.49420773	2.090357739	Halimium ocymoides	SPECIES		
Rostania occultata	Ascomycota	484	3.672139163	2.851958777	Rostania occultata	SPECIES		
Chaenomeles japonica	Tracheophyta	484	7.882972704	1.883911198	Chaenomeles japonica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/chaenomelesjaponica
Rhabdoweisia crenulata	Bryophyta	484	7.864037386	1.234785559	Rhabdoweisia crenulata	SPECIES		
Stereocaulon leucophaeopsis	Ascomycota	484	5.568875421	3.401612396	Stereocaulon leucophaeopsis	SPECIES		
Vicia disperma	Tracheophyta	485	14.33899927	2.188560581	Vicia disperma	SPECIES		
Phyla nodiflora	Tracheophyta	485	17.61699503	2.527784133	Phyla nodiflora	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/phylanodiflora
Fuscidea recensa	Ascomycota	485	6.444730947	2.149648823	Fuscidea recensa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/fuscidearecensa
Gymnostomum viridulum	Bryophyta	485	12.1203834	3.637955067	Gymnostomum viridulum	SPECIES		
Protoblastenia incrustans	Ascomycota	485	7.31084738	3.452435808	Protoblastenia incrustans	SPECIES		
Iris xiphium	Tracheophyta	486	14.97971316	2.046763583	Iris xiphium	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/irisxiphium
Rubus sciocharis	Tracheophyta	486	8.281895087	0.928171757	Rubus sciocharis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rubussciocharis
Vicia benghalensis	Tracheophyta	486	14.78872116	2.193860112	Vicia benghalensis	SPECIES		
Gentianopsis detonsa	Tracheophyta	486	1.512175288	2.613663626	Gentianopsis detonsa	SPECIES		
Verbascum rotundifolium subsp. haenseleri	Tracheophyta	486	14.56901684	1.967685602	Verbascum rotundifolium	SUBSPECIES	haenseleri	
Salix rosmarinifolia	Tracheophyta	487	6.817284299	1.920847852	Salix rosmarinifolia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/salixrosmarinifolia
Lactuca saligna	Tracheophyta	488	13.68086771	3.107717346	Lactuca saligna	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lactucasaligna
Micarea cinerea	Ascomycota	488	4.387239265	5.428391844	Micarea cinerea	SPECIES		
Scapania apiculata	Marchantiophyta	488	3.806017725	1.933656985	Scapania apiculata	SPECIES		
Lathyrus setifolius	Tracheophyta	488	14.2075787	2.581886919	Lathyrus setifolius	SPECIES		
Riccardia incurvata	Marchantiophyta	488	7.052993	2.465109623	Riccardia incurvata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/riccardiaincurvata
Thesium linophyllon	Tracheophyta	488	8.94577823	1.848798212	Thesium linophyllon	SPECIES		
Valeriana tripteris	Tracheophyta	488	7.796541657	2.993689642	Valeriana tripteris	SPECIES		
Crucigenia fenestrata	Chlorophyta	488	9.129795146	0.376520737	Crucigenia fenestrata	SPECIES		
Gyalecta friesii	Ascomycota	489	2.298282392	1.881257863	Gyalecta friesii	SPECIES		
Allium suaveolens	Tracheophyta	489	7.812121471	0.872917671	Allium suaveolens	SPECIES		
Scapania calcicola	Marchantiophyta	489	2.655398453	4.338549393	Scapania calcicola	SPECIES		
Santolina chamaecyparissus	Tracheophyta	489	12.4206701	2.40500586	Santolina chamaecyparissus	SPECIES		
Glandora prostrata subsp. lusitanica	Tracheophyta	489	16.21397942	0.816554214	Glandora prostrata	SUBSPECIES	lusitanica	
Launaea pumila	Tracheophyta	490	14.19491986	2.424852002	Launaea pumila	SPECIES		
Lobaria hallii	Ascomycota	490	1.582970814	1.410181544	Lobaria hallii	SPECIES		
Saxifraga cuneata	Tracheophyta	490	11.35062414	1.928709108	Saxifraga cuneata	SPECIES		
Sphaerotheca epilobii	Ascomycota	490	8.116561097	1.425503965	Sphaerotheca epilobii	SPECIES		
Erythrodermis traillii	Rhodophyta	490	7.853932578	1.587084538	Erythrodermis traillii	SPECIES		
Rosa balsamica	Tracheophyta	491	7.864245337	0.761284589	Rosa balsamica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rosabalsamica
Arabis sagittata	Tracheophyta	491	10.67408844	2.350615255	Arabis sagittata	SPECIES		
Malva nicaeensis	Tracheophyta	491	15.06724196	2.811024679	Malva nicaeensis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/malvanicaeensis
Trifolium pilulare	Tracheophyta	491	17.63743432	2.602763971	Trifolium pilulare	SPECIES		
Lysimachia ephemerum	Tracheophyta	491	12.88713274	2.163545352	Lysimachia ephemerum	SPECIES		
Normandina acroglypta	Ascomycota	491	6.299747538	2.354878025	Normandina acroglypta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/normandinaacroglypta
Halimium atriplicifolium	Tracheophyta	491	15.14249654	1.207365706	Halimium atriplicifolium	SPECIES		
Ophrys sphegodes subsp. araneola	Tracheophyta	491	10.89939063	1.790019481	Ophrys sphegodes	SUBSPECIES	araneola	
Erysiphe aquilegiae var. ranunculi	Ascomycota	491	6.93193961	3.156832202	Erysiphe aquilegiae	VARIETY	ranunculi	http://ndff-ecogrid.nl/taxonomy/taxa/erysipheaquilegiaevarranunculi
Carex salina	Tracheophyta	492	2.636845813	2.621920978	Carex salina	SPECIES		
Silene apetala	Tracheophyta	492	17.11130048	1.967882304	Silene apetala	SPECIES		
Scirpus radicans	Tracheophyta	492	6.251709511	1.426638485	Scirpus radicans	SPECIES		
Dicranum drummondii	Bryophyta	492	2.841062262	2.479527818	Dicranum drummondii	SPECIES		
Anthoceros punctatus	Anthocerotophyta	492	8.960377605	2.017949971	Anthoceros punctatus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/anthocerospunctatus
