acceptedname	phylum	occurences	sti	sd	speciesname	taxonrank	infraspecificepithet	taxon_uri
Turritis glabra	Tracheophyta	11823	6.833594121	3.441440693	Turritis glabra	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/arabisglabra
Veronica agrestis	Tracheophyta	11833	8.232379669	2.54687908	Veronica agrestis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/veronicaagrestis
Dactylorhiza viridis	Tracheophyta	11837	4.140368701	3.949624669	Dactylorhiza viridis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/dactylorhizaviridis
Plagiochila porelloides	Marchantiophyta	11852	5.774628131	3.810808738	Plagiochila porelloides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/plagiochilaporelloides
Straminergon stramineum	Bryophyta	11857	4.211850686	4.580285605	Straminergon stramineum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/straminergonstramineum
Spartina anglica	Tracheophyta	11859	9.046786009	0.91953583	Spartina anglica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/spartinaanglica
Salix purpurea	Tracheophyta	11863	9.046713279	2.896454602	Salix purpurea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/salixpurpurea
Carex chordorrhiza	Tracheophyta	11909	2.400174595	2.861852991	Carex chordorrhiza	SPECIES		
Pyrus communis	Tracheophyta	11918	8.826757969	2.507425486	Pyrus communis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pyruscommunis
Hesperis matronalis	Tracheophyta	11918	7.232987757	2.502324755	Hesperis matronalis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hesperismatronalis
Teucrium chamaedrys	Tracheophyta	11920	10.40943034	3.028080905	Teucrium chamaedrys	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/teucriumchamaedrys
Dicranum majus	Bryophyta	11949	5.003707787	3.874732895	Dicranum majus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/dicranummajus
Philonotis fontana	Bryophyta	11966	5.091764291	4.110802001	Philonotis fontana	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/philonotisfontana
Onopordum acaulon	Tracheophyta	11971	9.327645488	2.976048173	Onopordum acaulon	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cirsiumacaule
Utricularia vulgaris	Tracheophyta	11974	5.919136161	3.430697362	Utricularia vulgaris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/utriculariavulgaris
Arctium lappa	Tracheophyta	11980	8.407516682	2.998436519	Arctium lappa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/arctiumlappa
Psilolechia lucida	Ascomycota	11981	6.790406739	2.669096176	Psilolechia lucida	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/psilolechialucida
Lactuca alpina	Tracheophyta	11999	2.515234356	3.032888223	Lactuca alpina	SPECIES		
Bidens frondosa	Tracheophyta	12050	10.44534726	2.663278683	Bidens frondosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bidensfrondosa
Quercus pyrenaica	Tracheophyta	12064	12.04636319	2.415085613	Quercus pyrenaica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/quercuspyrenaica
Salix fragilis	Tracheophyta	12086	9.00367949	3.084399205	Salix fragilis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/salixfragilis
Lamium maculatum	Tracheophyta	12098	8.998016336	2.598786784	Lamium maculatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lamiummaculatumsl
Vincetoxicum hirundinaria	Tracheophyta	12103	9.099613589	2.983039773	Vincetoxicum hirundinaria	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/vincetoxicumhirundinaria
Arthonia vinosa	Ascomycota	12169	5.426224834	2.97287468	Arthonia vinosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/arthoniavinosa
Lecanora albescens	Ascomycota	12176	8.593939	3.130981615	Lecanora albescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecanoraalbescens
Phleum alpinum	Tracheophyta	12190	2.590525861	3.478308431	Phleum alpinum	SPECIES		
Diploicia canescens	Ascomycota	12192	10.49639107	3.54621354	Diploicia canescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/diploiciacanescens
Tilia platyphyllos	Tracheophyta	12201	8.716975795	2.214169765	Tilia platyphyllos	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/tiliaplatyphyllos
Lavandula stoechas	Tracheophyta	12228	14.42057597	2.622902508	Lavandula stoechas	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lavandulastoechas
Hypericum humifusum	Tracheophyta	12230	9.972282481	2.767996561	Hypericum humifusum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hypericumhumifusum
Glyceria notata	Tracheophyta	12257	8.733405553	2.462943777	Glyceria notata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/glycerianotata
Clinopodium acinos	Tracheophyta	12285	7.93421191	3.204460263	Clinopodium acinos	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/clinopodiumacinos
Hordeum secalinum	Tracheophyta	12300	9.83326898	1.607594512	Hordeum secalinum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hordeumsecalinum
Arctium tomentosum	Tracheophyta	12320	7.010944727	2.358022133	Arctium tomentosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/arctiumtomentosum
Melanelixia subaurifera	Ascomycota	12325	7.700586555	3.274506615	Melanelixia subaurifera	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/melanelixiasubaurifera
Climacium dendroides	Bryophyta	12369	4.950737472	4.073821965	Climacium dendroides	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/climaciumdendroides
Lobelia dortmanna	Tracheophyta	12396	5.451036753	2.490519096	Lobelia dortmanna	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lobeliadortmanna
Protoparmeliopsis muralis	Ascomycota	12397	7.916576	4.165106383	Protoparmeliopsis muralis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecanoramuralis
Lepidozia reptans	Marchantiophyta	12403	5.934941198	3.275324409	Lepidozia reptans	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lepidoziareptans
Medicago arabica	Tracheophyta	12420	12.09369994	2.891980999	Medicago arabica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/medicagoarabica
Cladonia arbuscula	Ascomycota	12430	4.27569226	4.387657978	Cladonia arbuscula	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cladoniaarbuscula
Glyceria declinata	Tracheophyta	12445	9.461899062	2.765710564	Glyceria declinata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/glyceriadeclinata
Lunularia cruciata	Marchantiophyta	12475	10.45989344	3.075620149	Lunularia cruciata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lunulariacruciata
Orthodontium lineare	Bryophyta	12507	8.567639005	1.135590598	Orthodontium lineare	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/orthodontiumlineare
Sphagnum magellanicum	Bryophyta	12514	5.594262435	3.122331075	Sphagnum magellanicum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sphagnummagellanicum
Narcissus pseudonarcissus	Tracheophyta	12517	8.44067425	2.386247455	Narcissus pseudonarcissus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/narcissuspseudonarcissus
Pseudographis pinicola	Ascomycota	12520	1.452983665	2.457322313	Pseudographis pinicola	SPECIES		
Aconitum lycoctonum	Tracheophyta	12559	3.739531412	3.554499071	Aconitum lycoctonum	SPECIES		
Pertusaria amara	Ascomycota	12560	7.318967287	3.822220777	Pertusaria amara	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pertusariaamara
Parietaria judaica	Tracheophyta	12575	12.02679772	3.448918003	Parietaria judaica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/parietariajudaica
Carex distans	Tracheophyta	12582	10.17581553	3.249078059	Carex distans	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/carexdistans
Prunus domestica	Tracheophyta	12597	8.566259361	2.428007604	Prunus domestica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/prunusdomestica
Polygonatum verticillatum	Tracheophyta	12656	4.998682281	3.322356649	Polygonatum verticillatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/polygonatumverticillatum
Foeniculum vulgare	Tracheophyta	12666	12.59700667	3.545983753	Foeniculum vulgare	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/foeniculumvulgare
Hypnum andoi	Bryophyta	12687	6.972580884	2.695356588	Hypnum andoi	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hypnumandoi
Rosa rubiginosa	Tracheophyta	12736	8.173369174	1.875170244	Rosa rubiginosa	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rosarubiginosass
Ruscus aculeatus	Tracheophyta	12748	12.89327797	3.039447608	Ruscus aculeatus	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/ruscusaculeatus
Digitaria sanguinalis	Tracheophyta	12759	11.02504824	3.399689105	Digitaria sanguinalis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/digitariasanguinalis
Bromus inermis	Tracheophyta	12769	6.493527987	3.267607347	Bromus inermis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bromopsisinermissubspinermis
Sphagnum squarrosum	Bryophyta	12769	4.967844341	4.457185718	Sphagnum squarrosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumsquarrosum
Nephroma parile	Ascomycota	12855	3.985472396	3.760893447	Nephroma parile	SPECIES		
Parmeliella triptophylla	Ascomycota	12880	4.332313356	3.459865747	Parmeliella triptophylla	SPECIES		
Ledum palustre	Tracheophyta	12894	3.40095575	3.586712625	Ledum palustre	SPECIES		
Caloplaca flavescens	Ascomycota	12935	10.05402086	3.274331857	Caloplaca flavescens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/caloplacaflavescens
Pseudevernia furfuracea	Ascomycota	12935	6.795948776	3.910532193	Pseudevernia furfuracea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pseudeverniafurfuracea
Colchicum autumnale	Tracheophyta	12969	8.700180909	2.340211201	Colchicum autumnale	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/colchicumautumnale
Rosa spinosissima	Tracheophyta	12996	7.768844009	2.797318991	Rosa spinosissima	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/rosaspinosissima
Salix herbacea	Tracheophyta	12999	2.576134026	3.450510851	Salix herbacea	SPECIES		
Schistidium apocarpum	Bryophyta	13005	5.924892637	4.251044083	Schistidium apocarpum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/schistidiumapocarpum
Physcia caesia	Ascomycota	13007	5.804105567	4.482942803	Physcia caesia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/physciacaesia
Orchis mascula	Tracheophyta	13019	8.845243048	3.20118286	Orchis mascula	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/orchismascula
Cochlearia officinalis	Tracheophyta	13048	5.642947716	3.897750056	Cochlearia officinalis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cochleariaofficinalis
Vicia sylvatica	Tracheophyta	13059	5.693980039	2.6145643	Vicia sylvatica	SPECIES		
Racomitrium lanuginosum	Bryophyta	13064	4.226514424	5.138561422	Racomitrium lanuginosum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/racomitriumlanuginosum
Bryum rubens	Bryophyta	13138	8.290425266	1.685306893	Bryum rubens	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/bryumrubens
Scapania undulata	Marchantiophyta	13149	4.584433553	4.399632953	Scapania undulata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/scapaniaundulata
Phillyrea angustifolia	Tracheophyta	13201	14.15426955	2.338315811	Phillyrea angustifolia	SPECIES		
Lamium purpureum var. hybridum	Tracheophyta	13214	8.054842448	2.622826987	Lamium purpureum	VARIETY	hybridum	
Eleocharis multicaulis	Tracheophyta	13280	9.325535375	2.809859547	Eleocharis multicaulis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/eleocharismulticaulis
Smilax aspera	Tracheophyta	13285	14.96304952	2.425239336	Smilax aspera	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/smilaxaspera
Tephromela atra	Ascomycota	13306	7.727048899	4.450927271	Tephromela atra	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/tephromelaatra
Campylopus pyriformis	Bryophyta	13315	8.489790794	1.295792497	Campylopus pyriformis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/campylopuspyriformis
Erica arborea	Tracheophyta	13326	14.15936928	2.443039645	Erica arborea	SPECIES		
Ulex parviflorus	Tracheophyta	13361	14.56456121	2.332931144	Ulex parviflorus	SPECIES		
Alchemilla vulgaris	Tracheophyta	13363	5.549116475	3.238837579	Alchemilla vulgaris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/alchemillaacutiloba
Sorbus aria	Tracheophyta	13379	8.987588724	2.537696692	Sorbus aria	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sorbusaria
Sium latifolium	Tracheophyta	13410	8.264289789	1.70123957	Sium latifolium	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/siumlatifolium
Crepis vesicaria	Tracheophyta	13418	12.13128849	3.001841407	Crepis vesicaria	SPECIES		
Oenothera biennis	Tracheophyta	13419	8.424896824	2.437739028	Oenothera biennis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/oenotherabiennisss
Sagina apetala	Tracheophyta	13438	11.112627	3.360898814	Sagina apetala	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/saginaapetala1
Erica multiflora	Tracheophyta	13440	14.34597207	2.635165477	Erica multiflora	SPECIES		
Potentilla crantzii	Tracheophyta	13462	2.544973714	4.45273562	Potentilla crantzii	SPECIES		
Isolepis setacea	Tracheophyta	13465	9.452281364	2.389829416	Isolepis setacea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/isolepissetacea
Asparagus officinalis	Tracheophyta	13486	9.107383619	2.536727037	Asparagus officinalis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/asparagusofficinalissubspofficinalis
Phlyctis argena	Ascomycota	13548	7.400414222	3.917799879	Phlyctis argena	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/phlyctisargena
Lecanora campestris	Ascomycota	13568	8.866120464	3.273478462	Lecanora campestris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/lecanoracampestris
Veronica catenata	Tracheophyta	13584	9.096497646	1.945180651	Veronica catenata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/veronicacatenata
Cladonia chlorophaea	Ascomycota	13584	5.859192817	4.569360626	Cladonia chlorophaea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cladoniachlorophaea
Epipactis palustris	Tracheophyta	13591	8.218998221	2.23768791	Epipactis palustris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/epipactispalustris
Pseudotsuga menziesii	Tracheophyta	13597	8.539180899	2.081815276	Pseudotsuga menziesii	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pseudotsugamenziesii
Genista anglica	Tracheophyta	13608	9.769739294	2.287223789	Genista anglica	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/genistaanglica
Odontites vulgaris	Tracheophyta	13618	8.108337339	2.235739769	Odontites vulgaris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/odontitesvernussubspserotinus
Equisetum telmateia	Tracheophyta	13637	10.68524193	3.091913994	Equisetum telmateia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/equisetumtelmateia
Calla palustris	Tracheophyta	13641	6.307587802	3.155629838	Calla palustris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/callapalustris
Carex bigelowii	Tracheophyta	13722	1.679698243	4.829659959	Carex bigelowii	SPECIES		
Thelypteris confluens	Tracheophyta	13747	8.498438677	2.991108531	Thelypteris confluens	SPECIES		
Serratula tinctoria	Tracheophyta	13758	9.03070291	2.237800991	Serratula tinctoria	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/serratulatinctoria
Graphis scripta	Ascomycota	13764	7.049641237	2.511552837	Graphis scripta	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/graphisscripta
Eleocharis quinqueflora	Tracheophyta	13773	5.350195418	3.592111434	Eleocharis quinqueflora	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/eleocharisquinqueflora
Hypericum punctatum	Tracheophyta	13802	6.789971829	2.659170996	Hypericum punctatum	SPECIES		
Lamium galeobdolon subsp. montanum	Tracheophyta	13814	8.661771073	2.003275831	Lamium galeobdolon	SUBSPECIES	montanum	
Tofieldia pusilla	Tracheophyta	13816	1.059032217	3.480728627	Tofieldia pusilla	SPECIES		
Bryoria nadvornikiana	Ascomycota	13865	3.097827586	2.810767359	Bryoria nadvornikiana	SPECIES		
Hippuris vulgaris	Tracheophyta	13872	5.137750377	3.843319829	Hippuris vulgaris	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/hippurisvulgaris
Vulpia myuros	Tracheophyta	13903	10.36544247	3.297238645	Vulpia myuros	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/vulpiamyuros
Aulacomnium androgynum	Bryophyta	13929	7.699867652	2.222789879	Aulacomnium androgynum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/aulacomniumandrogynum
Arundo donax	Tracheophyta	13941	15.20850345	2.353270304	Arundo donax	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/arundodonax
Saxifraga aizoides	Tracheophyta	13960	2.084485185	4.417577225	Saxifraga aizoides	SPECIES		
Poa alpina	Tracheophyta	13970	2.406440721	4.516843765	Poa alpina	SPECIES		
Aneura pinguis	Marchantiophyta	13973	4.965260779	4.527768077	Aneura pinguis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/aneurapinguis
Salicornia europaea	Tracheophyta	13974	8.509943267	3.809736194	Salicornia europaea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/salicorniaeuropaea
Sphagnum capillifolium	Bryophyta	13996	5.657049637	3.42701107	Sphagnum capillifolium	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumcapillifolium
Campanula patula	Tracheophyta	14028	7.083293733	3.557438699	Campanula patula	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/campanulapatula
Bartsia alpina	Tracheophyta	14032	2.353482795	3.180515059	Bartsia alpina	SPECIES		
Sphagnum fimbriatum	Bryophyta	14050	5.878855945	3.813174626	Sphagnum fimbriatum	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/sphagnumfimbriatum
Pellia endiviifolia	Marchantiophyta	14063	7.719889232	3.120855555	Pellia endiviifolia	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/pelliaendiviifolia
Setaria viridis	Tracheophyta	14066	9.362785208	3.204424184	Setaria viridis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/setariaviridis
Radula complanata	Marchantiophyta	14114	6.33240189	3.692027218	Radula complanata	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/radulacomplanata
Cladonia coniocraea	Ascomycota	14132	6.440210255	3.129299286	Cladonia coniocraea	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/cladoniaconiocraea
Leontodon saxatilis	Tracheophyta	14150	12.04766687	3.167363397	Leontodon saxatilis	SPECIES		http://ndff-ecogrid.nl/taxonomy/taxa/leontodonsaxatilis
